Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1
"Thu, Apr 26, 2012",MIL,74,BOS,87
"Thu, Apr 26, 2012",NYK,104,CHA,84
"Thu, Apr 26, 2012",CLE,75,CHI,107
"Thu, Apr 26, 2012",PHI,86,DET,108
"Thu, Apr 26, 2012",SAS,107,GSW,101
"Thu, Apr 26, 2012",NOH,77,HOU,84
"Thu, Apr 26, 2012",ORL,76,MEM,88
"Thu, Apr 26, 2012",DEN,131,MIN,102
"Thu, Apr 26, 2012",LAL,96,SAC,113
"Thu, Apr 26, 2012",BKN,67,TOR,98
"Thu, Apr 26, 2012",POR,94,UTA,96
"Thu, Apr 26, 2012",MIA,70,WAS,104
"Tue, Oct 26, 2010",MIA,80,BOS,88
"Tue, Oct 26, 2010",HOU,110,LAL,112
"Tue, Oct 26, 2010",PHX,92,POR,106
"Wed, Oct 27, 2010",BOS,87,CLE,95
"Wed, Oct 27, 2010",CHA,86,DAL,101
"Wed, Oct 27, 2010",UTA,88,DEN,110
"Wed, Oct 27, 2010",HOU,128,GSW,132
"Wed, Oct 27, 2010",POR,98,LAC,88
"Wed, Oct 27, 2010",ATL,119,MEM,104
"Wed, Oct 27, 2010",SAC,117,MIN,116
"Wed, Oct 27, 2010",DET,98,BKN,101
"Wed, Oct 27, 2010",MIL,91,NOH,95
"Wed, Oct 27, 2010",CHI,95,OKC,106
"Wed, Oct 27, 2010",MIA,97,PHI,87
"Wed, Oct 27, 2010",IND,109,SAS,122
"Wed, Oct 27, 2010",NYK,98,TOR,93
"Thu, Oct 28, 2010",WAS,83,ORL,112
"Thu, Oct 28, 2010",PHX,110,UTA,94
"Fri, Oct 29, 2010",NYK,101,BOS,105
"Fri, Oct 29, 2010",IND,104,CHA,101
"Fri, Oct 29, 2010",MEM,91,DAL,90
"Fri, Oct 29, 2010",OKC,105,DET,104
"Fri, Oct 29, 2010",LAC,91,GSW,109
"Fri, Oct 29, 2010",ORL,70,MIA,96
"Fri, Oct 29, 2010",MIL,85,MIN,96
"Fri, Oct 29, 2010",SAC,100,BKN,106
"Fri, Oct 29, 2010",DEN,95,NOH,101
"Fri, Oct 29, 2010",ATL,104,PHI,101
"Fri, Oct 29, 2010",LAL,114,PHX,106
"Fri, Oct 29, 2010",CLE,81,TOR,101
"Sat, Oct 30, 2010",WAS,95,ATL,99
"Sat, Oct 30, 2010",DET,91,CHI,101
"Sat, Oct 30, 2010",SAC,107,CLE,104
"Sat, Oct 30, 2010",DEN,107,HOU,94
"Sat, Oct 30, 2010",PHI,86,IND,99
"Sat, Oct 30, 2010",MIN,89,MEM,109
"Sat, Oct 30, 2010",CHA,88,MIL,98
"Sat, Oct 30, 2010",POR,100,NYK,95
"Sat, Oct 30, 2010",NOH,99,SAS,90
"Sun, Oct 31, 2010",DAL,99,LAC,83
"Sun, Oct 31, 2010",GSW,83,LAL,107
"Sun, Oct 31, 2010",MIA,101,BKN,78
"Sun, Oct 31, 2010",UTA,120,OKC,99
"Mon, Nov 1, 2010",POR,98,CHI,110
"Mon, Nov 1, 2010",SAS,97,LAC,88
"Mon, Nov 1, 2010",TOR,108,SAC,111
"Tue, Nov 2, 2010",ATL,100,CLE,88
"Tue, Nov 2, 2010",BOS,109,DET,86
"Tue, Nov 2, 2010",MEM,105,LAL,124
"Tue, Nov 2, 2010",MIN,97,MIA,129
"Tue, Nov 2, 2010",POR,90,MIL,76
"Tue, Nov 2, 2010",PHI,115,WAS,116
"Wed, Nov 3, 2010",DET,85,ATL,94
"Wed, Nov 3, 2010",MIL,102,BOS,105
"Wed, Nov 3, 2010",DAL,102,DEN,101
"Wed, Nov 3, 2010",MEM,109,GSW,115
"Wed, Nov 3, 2010",NOH,107,HOU,99
"Wed, Nov 3, 2010",OKC,92,LAC,107
"Wed, Nov 3, 2010",CHA,85,BKN,83
"Wed, Nov 3, 2010",MIN,86,ORL,128
"Wed, Nov 3, 2010",IND,75,PHI,101
"Wed, Nov 3, 2010",SAS,112,PHX,110
"Wed, Nov 3, 2010",LAL,112,SAC,100
"Wed, Nov 3, 2010",TOR,108,UTA,125
"Thu, Nov 4, 2010",NYK,120,CHI,112
"Thu, Nov 4, 2010",OKC,107,POR,106
"Fri, Nov 5, 2010",CHI,105,BOS,110
"Fri, Nov 5, 2010",LAC,104,DEN,111
"Fri, Nov 5, 2010",CHA,90,DET,97
"Fri, Nov 5, 2010",UTA,78,GSW,85
"Fri, Nov 5, 2010",MIL,94,IND,90
"Fri, Nov 5, 2010",TOR,103,LAL,108
"Fri, Nov 5, 2010",ATL,113,MIN,103
"Fri, Nov 5, 2010",MIA,93,NOH,96
"Fri, Nov 5, 2010",WAS,91,NYK,112
"Fri, Nov 5, 2010",BKN,90,ORL,105
"Fri, Nov 5, 2010",CLE,123,PHI,116
"Fri, Nov 5, 2010",MEM,118,PHX,123
"Sat, Nov 6, 2010",ORL,91,CHA,88
"Sat, Nov 6, 2010",DEN,103,DAL,92
"Sat, Nov 6, 2010",BKN,89,MIA,101
"Sat, Nov 6, 2010",NOH,87,MIL,81
"Sat, Nov 6, 2010",TOR,84,POR,97
"Sat, Nov 6, 2010",MEM,100,SAC,91
"Sat, Nov 6, 2010",HOU,121,SAS,124
"Sat, Nov 6, 2010",LAC,107,UTA,109
"Sat, Nov 6, 2010",CLE,107,WAS,102
"Sun, Nov 7, 2010",PHX,118,ATL,114
"Sun, Nov 7, 2010",GSW,97,DET,102
"Sun, Nov 7, 2010",MIN,94,HOU,120
"Sun, Nov 7, 2010",POR,96,LAL,121
"Sun, Nov 7, 2010",PHI,106,NYK,96
"Sun, Nov 7, 2010",BOS,92,OKC,83
"Mon, Nov 8, 2010",SAS,95,CHA,91
"Mon, Nov 8, 2010",DEN,92,CHI,94
"Mon, Nov 8, 2010",BOS,87,DAL,89
"Mon, Nov 8, 2010",PHX,99,MEM,109
"Mon, Nov 8, 2010",ATL,89,ORL,93
"Mon, Nov 8, 2010",GSW,109,TOR,102
"Tue, Nov 9, 2010",DEN,113,IND,144
"Tue, Nov 9, 2010",MIN,94,LAL,99
"Tue, Nov 9, 2010",UTA,116,MIA,114
"Tue, Nov 9, 2010",NYK,80,MIL,107
"Tue, Nov 9, 2010",CLE,93,BKN,91
"Tue, Nov 9, 2010",LAC,82,NOH,101
"Tue, Nov 9, 2010",DET,78,POR,100
"Wed, Nov 10, 2010",MIL,108,ATL,91
"Wed, Nov 10, 2010",BKN,95,CLE,87
"Wed, Nov 10, 2010",DAL,106,MEM,91
"Wed, Nov 10, 2010",GSW,122,NYK,117
"Wed, Nov 10, 2010",PHI,103,OKC,109
"Wed, Nov 10, 2010",UTA,104,ORL,94
"Wed, Nov 10, 2010",MIN,98,SAC,89
"Wed, Nov 10, 2010",LAC,95,SAS,107
"Wed, Nov 10, 2010",CHA,101,TOR,96
"Wed, Nov 10, 2010",HOU,91,WAS,98
"Thu, Nov 11, 2010",GSW,90,CHI,120
"Thu, Nov 11, 2010",LAL,112,DEN,118
"Thu, Nov 11, 2010",BOS,112,MIA,107
"Fri, Nov 12, 2010",UTA,90,ATL,86
"Fri, Nov 12, 2010",PHI,90,DAL,99
"Fri, Nov 12, 2010",HOU,102,IND,99
"Fri, Nov 12, 2010",DET,113,LAC,107
"Fri, Nov 12, 2010",NYK,103,MIN,112
"Fri, Nov 12, 2010",POR,108,OKC,110
"Fri, Nov 12, 2010",TOR,110,ORL,106
"Fri, Nov 12, 2010",SAC,89,PHX,103
"Fri, Nov 12, 2010",CHA,93,WAS,85
"Sat, Nov 13, 2010",UTA,96,CHA,95
"Sat, Nov 13, 2010",WAS,96,CHI,103
"Sat, Nov 13, 2010",IND,99,CLE,85
"Sat, Nov 13, 2010",BOS,116,MEM,110
"Sat, Nov 13, 2010",TOR,100,MIA,109
"Sat, Nov 13, 2010",GSW,72,MIL,79
"Sat, Nov 13, 2010",ORL,91,BKN,90
"Sat, Nov 13, 2010",POR,87,NOH,107
"Sat, Nov 13, 2010",PHI,93,SAS,116
"Sun, Nov 14, 2010",MIN,105,ATL,111
"Sun, Nov 14, 2010",PHX,121,LAL,116
"Sun, Nov 14, 2010",HOU,104,NYK,96
"Sun, Nov 14, 2010",SAS,117,OKC,104
"Sun, Nov 14, 2010",DET,100,SAC,94
"Mon, Nov 15, 2010",MIN,110,CHA,113
"Mon, Nov 15, 2010",NOH,95,DAL,98
"Mon, Nov 15, 2010",DET,97,GSW,101
"Mon, Nov 15, 2010",BKN,110,LAC,96
"Mon, Nov 15, 2010",MEM,72,ORL,89
"Mon, Nov 15, 2010",DEN,94,PHX,100
"Mon, Nov 15, 2010",OKC,115,UTA,108
"Tue, Nov 16, 2010",PHI,93,CLE,101
"Tue, Nov 16, 2010",NYK,118,DEN,120
"Tue, Nov 16, 2010",CHI,95,HOU,92
"Tue, Nov 16, 2010",ATL,102,IND,92
"Tue, Nov 16, 2010",POR,100,MEM,99
"Tue, Nov 16, 2010",LAL,118,MIL,107
"Tue, Nov 16, 2010",TOR,94,WAS,109
"Wed, Nov 17, 2010",WAS,83,BOS,114
"Wed, Nov 17, 2010",LAL,103,DET,90
"Wed, Nov 17, 2010",PHX,96,MIA,123
"Wed, Nov 17, 2010",LAC,111,MIN,113
"Wed, Nov 17, 2010",DAL,97,NOH,99
"Wed, Nov 17, 2010",HOU,99,OKC,116
"Wed, Nov 17, 2010",TOR,94,PHI,86
"Wed, Nov 17, 2010",NYK,113,SAC,106
"Wed, Nov 17, 2010",CHI,94,SAS,103
"Wed, Nov 17, 2010",BKN,88,UTA,98
"Thu, Nov 18, 2010",LAC,80,IND,107
"Thu, Nov 18, 2010",PHX,89,ORL,105
"Thu, Nov 18, 2010",DEN,83,POR,86
"Fri, Nov 19, 2010",OKC,89,BOS,84
"Fri, Nov 19, 2010",CHI,88,DAL,83
"Fri, Nov 19, 2010",NYK,125,GSW,119
"Fri, Nov 19, 2010",CHA,87,MIA,95
"Fri, Nov 19, 2010",LAL,112,MIN,95
"Fri, Nov 19, 2010",CLE,101,NOH,108
"Fri, Nov 19, 2010",MIL,79,PHI,90
"Fri, Nov 19, 2010",BKN,81,SAC,86
"Fri, Nov 19, 2010",HOU,96,TOR,106
"Fri, Nov 19, 2010",SAS,94,UTA,82
"Fri, Nov 19, 2010",MEM,86,WAS,89
"Sat, Nov 20, 2010",DAL,98,ATL,93
"Sat, Nov 20, 2010",PHX,105,CHA,123
"Sat, Nov 20, 2010",BKN,103,DEN,107
"Sat, Nov 20, 2010",ORL,90,IND,86
"Sat, Nov 20, 2010",NYK,124,LAC,115
"Sat, Nov 20, 2010",MIA,95,MEM,97
"Sat, Nov 20, 2010",OKC,82,MIL,81
"Sat, Nov 20, 2010",UTA,103,POR,94
"Sat, Nov 20, 2010",CLE,92,SAS,116
"Sun, Nov 21, 2010",WAS,110,DET,115
"Sun, Nov 21, 2010",GSW,89,LAL,117
"Sun, Nov 21, 2010",NOH,75,SAC,71
"Sun, Nov 21, 2010",BOS,101,TOR,102
"Mon, Nov 22, 2010",BOS,99,ATL,76
"Mon, Nov 22, 2010",DEN,106,GSW,89
"Mon, Nov 22, 2010",PHX,123,HOU,116
"Mon, Nov 22, 2010",NOH,95,LAC,99
"Mon, Nov 22, 2010",IND,93,MIA,77
"Mon, Nov 22, 2010",MIN,107,OKC,117
"Mon, Nov 22, 2010",ORL,97,SAS,106
"Mon, Nov 22, 2010",SAC,83,UTA,94
"Tue, Nov 23, 2010",DET,84,DAL,88
"Tue, Nov 23, 2010",CLE,89,IND,100
"Tue, Nov 23, 2010",CHI,91,LAL,98
"Tue, Nov 23, 2010",ATL,101,BKN,107
"Tue, Nov 23, 2010",CHA,107,NYK,110
"Tue, Nov 23, 2010",PHI,114,WAS,116
"Wed, Nov 24, 2010",BKN,83,BOS,89
"Wed, Nov 24, 2010",NYK,99,CHA,95
"Wed, Nov 24, 2010",MIL,81,CLE,83
"Wed, Nov 24, 2010",GSW,101,HOU,111
"Wed, Nov 24, 2010",DET,84,MEM,105
"Wed, Nov 24, 2010",SAS,113,MIN,109
"Wed, Nov 24, 2010",DAL,111,OKC,103
"Wed, Nov 24, 2010",MIA,95,ORL,104
"Wed, Nov 24, 2010",CHI,123,PHX,115
"Wed, Nov 24, 2010",PHI,90,TOR,106
"Wed, Nov 24, 2010",NOH,87,UTA,105
"Thu, Nov 25, 2010",WAS,96,ATL,116
"Thu, Nov 25, 2010",SAC,82,LAC,100
"Fri, Nov 26, 2010",TOR,101,BOS,110
"Fri, Nov 26, 2010",HOU,89,CHA,99
"Fri, Nov 26, 2010",CHI,97,DEN,98
"Fri, Nov 26, 2010",MIL,89,DET,103
"Fri, Nov 26, 2010",OKC,110,IND,106
"Fri, Nov 26, 2010",GSW,111,MEM,116
"Fri, Nov 26, 2010",PHI,90,MIA,99
"Fri, Nov 26, 2010",CLE,100,ORL,111
"Fri, Nov 26, 2010",LAC,108,PHX,116
"Fri, Nov 26, 2010",NOH,97,POR,78
"Fri, Nov 26, 2010",DAL,103,SAS,94
"Fri, Nov 26, 2010",LAL,96,UTA,102
"Sat, Nov 27, 2010",MEM,86,CLE,92
"Sat, Nov 27, 2010",MIA,95,DAL,106
"Sat, Nov 27, 2010",CHA,101,MIL,104
"Sat, Nov 27, 2010",GSW,104,MIN,94
"Sat, Nov 27, 2010",ATL,99,NYK,90
"Sat, Nov 27, 2010",BKN,86,PHI,102
"Sat, Nov 27, 2010",CHI,96,SAC,85
"Sat, Nov 27, 2010",ORL,100,WAS,99
"Sun, Nov 28, 2010",PHX,133,DEN,138
"Sun, Nov 28, 2010",NYK,125,DET,116
"Sun, Nov 28, 2010",OKC,98,HOU,99
"Sun, Nov 28, 2010",UTA,109,LAC,97
"Sun, Nov 28, 2010",IND,95,LAL,92
"Sun, Nov 28, 2010",POR,96,BKN,98
"Sun, Nov 28, 2010",SAS,109,NOH,95
"Sun, Nov 28, 2010",ATL,96,TOR,78
"Mon, Nov 29, 2010",HOU,91,DAL,101
"Mon, Nov 29, 2010",WAS,94,MIA,105
"Mon, Nov 29, 2010",NOH,89,OKC,95
"Mon, Nov 29, 2010",MIL,88,UTA,109
"Tue, Nov 30, 2010",BOS,106,CLE,87
"Tue, Nov 30, 2010",SAS,118,GSW,98
"Tue, Nov 30, 2010",LAL,96,MEM,98
"Tue, Nov 30, 2010",BKN,100,NYK,111
"Tue, Nov 30, 2010",DET,79,ORL,90
"Tue, Nov 30, 2010",POR,79,PHI,88
"Tue, Nov 30, 2010",IND,107,SAC,98
"Wed, Dec 1, 2010",MEM,109,ATL,112
"Wed, Dec 1, 2010",POR,95,BOS,99
"Wed, Dec 1, 2010",ORL,107,CHI,78
"Wed, Dec 1, 2010",MIN,86,DAL,100
"Wed, Dec 1, 2010",MIL,94,DEN,105
"Wed, Dec 1, 2010",LAL,99,HOU,109
"Wed, Dec 1, 2010",SAS,85,LAC,90
"Wed, Dec 1, 2010",DET,72,MIA,97
"Wed, Dec 1, 2010",OKC,123,BKN,120
"Wed, Dec 1, 2010",CHA,73,NOH,89
"Wed, Dec 1, 2010",WAS,108,TOR,127
"Wed, Dec 1, 2010",IND,88,UTA,110
"Thu, Dec 2, 2010",MIA,118,CLE,90
"Thu, Dec 2, 2010",PHX,107,GSW,101
"Fri, Dec 3, 2010",PHI,88,ATL,93
"Fri, Dec 3, 2010",CHI,92,BOS,104
"Fri, Dec 3, 2010",BKN,84,CHA,91
"Fri, Dec 3, 2010",LAC,104,DEN,109
"Fri, Dec 3, 2010",ORL,104,DET,91
"Fri, Dec 3, 2010",SAC,80,LAL,113
"Fri, Dec 3, 2010",HOU,127,MEM,111
"Fri, Dec 3, 2010",NYK,100,NOH,92
"Fri, Dec 3, 2010",IND,97,PHX,105
"Fri, Dec 3, 2010",MIN,101,SAS,107
"Fri, Dec 3, 2010",OKC,99,TOR,111
"Fri, Dec 3, 2010",DAL,93,UTA,81
"Fri, Dec 3, 2010",POR,79,WAS,83
"Sat, Dec 4, 2010",HOU,116,CHI,119
"Sat, Dec 4, 2010",ATL,77,MIA,89
"Sat, Dec 4, 2010",ORL,85,MIL,96
"Sat, Dec 4, 2010",CLE,95,MIN,129
"Sat, Dec 4, 2010",CHA,91,PHI,109
"Sat, Dec 4, 2010",DAL,105,SAC,103
"Sun, Dec 5, 2010",MEM,107,DEN,108
"Sun, Dec 5, 2010",CLE,92,DET,102
"Sun, Dec 5, 2010",BOS,100,BKN,75
"Sun, Dec 5, 2010",GSW,109,OKC,114
"Sun, Dec 5, 2010",WAS,108,PHX,125
"Sun, Dec 5, 2010",LAC,91,POR,100
"Sun, Dec 5, 2010",NOH,84,SAS,109
"Sun, Dec 5, 2010",NYK,116,TOR,99
"Mon, Dec 6, 2010",OKC,90,CHI,99
"Mon, Dec 6, 2010",TOR,100,IND,124
"Mon, Dec 6, 2010",SAC,91,LAC,98
"Mon, Dec 6, 2010",MIA,88,MIL,78
"Mon, Dec 6, 2010",MIN,114,NYK,121
"Mon, Dec 6, 2010",ATL,80,ORL,74
"Mon, Dec 6, 2010",MEM,85,UTA,94
"Tue, Dec 7, 2010",BKN,101,ATL,116
"Tue, Dec 7, 2010",DEN,98,CHA,100
"Tue, Dec 7, 2010",GSW,100,DAL,105
"Tue, Dec 7, 2010",DET,83,HOU,97
"Tue, Dec 7, 2010",WAS,108,LAL,115
"Tue, Dec 7, 2010",CLE,97,PHI,117
"Tue, Dec 7, 2010",PHX,99,POR,106
"Wed, Dec 8, 2010",DEN,89,BOS,105
"Wed, Dec 8, 2010",CHI,88,CLE,83
"Wed, Dec 8, 2010",LAL,87,LAC,86
"Wed, Dec 8, 2010",IND,95,MIL,97
"Wed, Dec 8, 2010",OKC,111,MIN,103
"Wed, Dec 8, 2010",DET,74,NOH,93
"Wed, Dec 8, 2010",TOR,110,NYK,113
"Wed, Dec 8, 2010",MEM,104,PHX,98
"Wed, Dec 8, 2010",WAS,91,SAC,116
"Wed, Dec 8, 2010",GSW,94,SAS,111
"Wed, Dec 8, 2010",MIA,111,UTA,98
"Thu, Dec 9, 2010",BKN,89,DAL,102
"Thu, Dec 9, 2010",BOS,102,PHI,101
"Thu, Dec 9, 2010",ORL,83,POR,97
"Fri, Dec 10, 2010",LAL,84,CHI,88
"Fri, Dec 10, 2010",MIA,106,GSW,84
"Fri, Dec 10, 2010",CHA,92,IND,100
"Fri, Dec 10, 2010",HOU,91,MIL,97
"Fri, Dec 10, 2010",DET,99,MIN,109
"Fri, Dec 10, 2010",OKC,97,NOH,92
"Fri, Dec 10, 2010",POR,101,PHX,94
"Fri, Dec 10, 2010",ATL,92,SAS,108
"Fri, Dec 10, 2010",DEN,123,TOR,116
"Fri, Dec 10, 2010",ORL,105,UTA,117
"Fri, Dec 10, 2010",NYK,101,WAS,95
"Sat, Dec 11, 2010",IND,83,ATL,97
"Sat, Dec 11, 2010",BOS,93,CHA,62
"Sat, Dec 11, 2010",MIN,82,CHI,113
"Sat, Dec 11, 2010",UTA,97,DAL,103
"Sat, Dec 11, 2010",TOR,120,DET,116
"Sat, Dec 11, 2010",CLE,95,HOU,110
"Sat, Dec 11, 2010",MEM,84,LAC,83
"Sat, Dec 11, 2010",MIA,104,SAC,83
"Sun, Dec 12, 2010",ORL,94,LAC,85
"Sun, Dec 12, 2010",LAL,99,BKN,92
"Sun, Dec 12, 2010",DEN,125,NYK,129
"Sun, Dec 12, 2010",CLE,77,OKC,106
"Sun, Dec 12, 2010",NOH,70,PHI,88
"Sun, Dec 12, 2010",POR,78,SAS,95
"Mon, Dec 13, 2010",IND,73,CHI,92
"Mon, Dec 13, 2010",MIL,103,DAL,99
"Mon, Dec 13, 2010",POR,73,MEM,86
"Mon, Dec 13, 2010",NOH,84,MIA,96
"Mon, Dec 13, 2010",GSW,95,UTA,108
"Tue, Dec 14, 2010",TOR,91,CHA,97
"Tue, Dec 14, 2010",ORL,94,DEN,111
"Tue, Dec 14, 2010",ATL,80,DET,103
"Tue, Dec 14, 2010",MIN,99,GSW,108
"Tue, Dec 14, 2010",SAC,105,HOU,118
"Tue, Dec 14, 2010",PHI,82,BKN,77
"Tue, Dec 14, 2010",LAL,103,WAS,89
"Wed, Dec 15, 2010",POR,98,DAL,103
"Wed, Dec 15, 2010",LAL,109,IND,94
"Wed, Dec 15, 2010",CHA,80,MEM,113
"Wed, Dec 15, 2010",CLE,95,MIA,101
"Wed, Dec 15, 2010",SAC,91,NOH,94
"Wed, Dec 15, 2010",BOS,118,NYK,116
"Wed, Dec 15, 2010",HOU,105,OKC,117
"Wed, Dec 15, 2010",LAC,91,PHI,105
"Wed, Dec 15, 2010",MIN,122,PHX,128
"Wed, Dec 15, 2010",MIL,90,SAS,92
"Wed, Dec 15, 2010",CHI,110,TOR,93
"Thu, Dec 16, 2010",ATL,90,BOS,102
"Thu, Dec 16, 2010",SAS,113,DEN,112
"Thu, Dec 16, 2010",WAS,89,BKN,97
"Fri, Dec 17, 2010",CHA,85,ATL,90
"Fri, Dec 17, 2010",PHX,91,DAL,106
"Fri, Dec 17, 2010",LAC,109,DET,88
"Fri, Dec 17, 2010",MEM,87,HOU,103
"Fri, Dec 17, 2010",CLE,99,IND,108
"Fri, Dec 17, 2010",UTA,71,NOH,100
"Fri, Dec 17, 2010",MIA,113,NYK,91
"Fri, Dec 17, 2010",SAC,87,OKC,102
"Fri, Dec 17, 2010",LAL,93,PHI,81
"Fri, Dec 17, 2010",MIN,102,POR,107
"Fri, Dec 17, 2010",BKN,92,TOR,98
"Sat, Dec 18, 2010",LAC,100,CHI,99
"Sat, Dec 18, 2010",NYK,102,CLE,109
"Sat, Dec 18, 2010",MIN,113,DEN,115
"Sat, Dec 18, 2010",UTA,95,MIL,86
"Sat, Dec 18, 2010",PHI,97,ORL,89
"Sat, Dec 18, 2010",GSW,95,POR,96
"Sat, Dec 18, 2010",MEM,106,SAS,112
"Sat, Dec 18, 2010",MIA,95,WAS,94
"Sun, Dec 19, 2010",IND,88,BOS,99
"Sun, Dec 19, 2010",NOH,108,DET,111
"Sun, Dec 19, 2010",ATL,82,BKN,89
"Sun, Dec 19, 2010",PHX,113,OKC,110
"Sun, Dec 19, 2010",HOU,102,SAC,93
"Sun, Dec 19, 2010",LAL,120,TOR,110
"Mon, Dec 20, 2010",ORL,81,ATL,91
"Mon, Dec 20, 2010",UTA,101,CLE,90
"Mon, Dec 20, 2010",HOU,121,GSW,112
"Mon, Dec 20, 2010",NOH,93,IND,94
"Mon, Dec 20, 2010",MIN,90,LAC,113
"Mon, Dec 20, 2010",DAL,98,MIA,96
"Mon, Dec 20, 2010",MIL,80,POR,106
"Mon, Dec 20, 2010",PHX,110,SAS,118
"Mon, Dec 20, 2010",CHA,75,WAS,108
"Tue, Dec 21, 2010",OKC,99,CHA,81
"Tue, Dec 21, 2010",PHI,76,CHI,121
"Tue, Dec 21, 2010",MIL,98,LAL,79
"Tue, Dec 21, 2010",BKN,101,MEM,94
"Tue, Dec 21, 2010",DAL,105,ORL,99
"Tue, Dec 21, 2010",GSW,117,SAC,109
"Wed, Dec 22, 2010",CLE,84,ATL,98
"Wed, Dec 22, 2010",PHI,80,BOS,84
"Wed, Dec 22, 2010",HOU,97,LAC,92
"Wed, Dec 22, 2010",UTA,112,MIN,107
"Wed, Dec 22, 2010",BKN,91,NOH,105
"Wed, Dec 22, 2010",OKC,98,NYK,112
"Wed, Dec 22, 2010",DEN,103,SAS,109
"Wed, Dec 22, 2010",DET,115,TOR,93
"Wed, Dec 22, 2010",CHI,87,WAS,80
"Thu, Dec 23, 2010",SAS,101,ORL,123
"Thu, Dec 23, 2010",MIA,95,PHX,83
"Thu, Dec 23, 2010",MIL,84,SAC,79
"Sat, Dec 25, 2010",POR,102,GSW,109
"Sat, Dec 25, 2010",MIA,96,LAL,80
"Sat, Dec 25, 2010",CHI,95,NYK,103
"Sat, Dec 25, 2010",DEN,106,OKC,114
"Sat, Dec 25, 2010",BOS,78,ORL,86
"Sun, Dec 26, 2010",MIN,98,CLE,97
"Sun, Dec 26, 2010",PHI,95,DEN,89
"Sun, Dec 26, 2010",CHI,95,DET,92
"Sun, Dec 26, 2010",MEM,104,IND,90
"Sun, Dec 26, 2010",PHX,103,LAC,108
"Sun, Dec 26, 2010",ATL,86,NOH,93
"Sun, Dec 26, 2010",WAS,80,SAS,94
"Mon, Dec 27, 2010",DET,100,CHA,105
"Mon, Dec 27, 2010",PHI,95,GSW,110
"Mon, Dec 27, 2010",WAS,93,HOU,100
"Mon, Dec 27, 2010",TOR,85,MEM,96
"Mon, Dec 27, 2010",ATL,95,MIL,80
"Mon, Dec 27, 2010",NOH,98,MIN,113
"Mon, Dec 27, 2010",ORL,104,BKN,88
"Mon, Dec 27, 2010",DAL,103,OKC,93
"Mon, Dec 27, 2010",LAC,100,SAC,99
"Mon, Dec 27, 2010",POR,96,UTA,91
"Tue, Dec 28, 2010",MIL,77,CHI,90
"Tue, Dec 28, 2010",ORL,110,CLE,95
"Tue, Dec 28, 2010",TOR,84,DAL,76
"Tue, Dec 28, 2010",POR,77,DEN,95
"Tue, Dec 28, 2010",BOS,95,IND,83
"Tue, Dec 28, 2010",NYK,98,MIA,106
"Tue, Dec 28, 2010",LAL,82,SAS,97
"Wed, Dec 29, 2010",GSW,93,ATL,103
"Wed, Dec 29, 2010",CLE,92,CHA,101
"Wed, Dec 29, 2010",BOS,92,DET,104
"Wed, Dec 29, 2010",MIA,125,HOU,119
"Wed, Dec 29, 2010",UTA,103,LAC,95
"Wed, Dec 29, 2010",DEN,119,MIN,113
"Wed, Dec 29, 2010",LAL,103,NOH,88
"Wed, Dec 29, 2010",BKN,93,OKC,114
"Wed, Dec 29, 2010",PHI,123,PHX,110
"Wed, Dec 29, 2010",MEM,98,SAC,100
"Wed, Dec 29, 2010",IND,90,WAS,104
"Thu, Dec 30, 2010",SAS,99,DAL,93
"Thu, Dec 30, 2010",NYK,103,ORL,112
"Thu, Dec 30, 2010",UTA,89,POR,100
"Fri, Dec 31, 2010",NOH,83,BOS,81
"Fri, Dec 31, 2010",GSW,96,CHA,95
"Fri, Dec 31, 2010",BKN,81,CHI,90
"Fri, Dec 31, 2010",TOR,105,HOU,114
"Fri, Dec 31, 2010",WAS,86,IND,95
"Fri, Dec 31, 2010",PHI,98,LAL,102
"Fri, Dec 31, 2010",ATL,94,OKC,103
"Fri, Dec 31, 2010",DET,75,PHX,92
"Sat, Jan 1, 2011",CLE,91,CHI,100
"Sat, Jan 1, 2011",SAC,86,DEN,104
"Sat, Jan 1, 2011",GSW,107,MIA,114
"Sat, Jan 1, 2011",DAL,87,MIL,99
"Sat, Jan 1, 2011",BKN,88,MIN,103
"Sat, Jan 1, 2011",OKC,74,SAS,101
"Sat, Jan 1, 2011",MEM,92,UTA,98
"Sat, Jan 1, 2011",NOH,92,WAS,81
"Sun, Jan 2, 2011",DAL,104,CLE,95
"Sun, Jan 2, 2011",ATL,107,LAC,98
"Sun, Jan 2, 2011",MEM,104,LAL,85
"Sun, Jan 2, 2011",IND,92,NYK,98
"Sun, Jan 2, 2011",HOU,85,POR,100
"Sun, Jan 2, 2011",PHX,89,SAC,94
"Sun, Jan 2, 2011",BOS,93,TOR,79
"Mon, Jan 3, 2011",MIN,93,BOS,96
"Mon, Jan 3, 2011",MIA,96,CHA,82
"Mon, Jan 3, 2011",HOU,106,DEN,113
"Mon, Jan 3, 2011",PHI,77,NOH,84
"Mon, Jan 3, 2011",GSW,90,ORL,110
"Mon, Jan 3, 2011",DET,97,UTA,102
"Tue, Jan 4, 2011",TOR,91,CHI,111
"Tue, Jan 4, 2011",POR,81,DAL,84
"Tue, Jan 4, 2011",DET,83,LAL,108
"Tue, Jan 4, 2011",OKC,105,MEM,110
"Tue, Jan 4, 2011",MIL,89,MIA,101
"Tue, Jan 4, 2011",SAS,115,NYK,128
